Data;Hora UTC; Precipitacao;Radiacao;Temperatura;Temperatura Maxima;Temperatura Minima;Umidade do Ar;Vento Velocidade
2005-01-01;00:00;0.0;67.0;20.4;20.7;20.4;83.0;1.8
2005-01-01;01:00;0.0;67.0;19.9;20.6;19.9;86.0;2.3
2005-01-01;02:00;0.0;67.0;19.9;19.9;19.6;89.0;1.6
2005-01-01;03:00;0.0;67.0;19.6;20.0;19.6;91.0;1.2
2005-01-01;04:00;0.0;67.0;19.2;19.6;19.2;93.0;0.0
2005-01-01;05:00;0.0;67.0;19.1;19.5;19.1;93.0;0.0
2005-01-01;06:00;0.0;67.0;19.4;19.8;19.1;89.0;0.4
2005-01-01;07:00;0.0;67.0;19.8;19.9;19.4;86.0;1.5
2005-01-01;08:00;0.0;67.0;20.1;20.1;19.8;80.0;0.9
2005-01-01;09:00;0.0;67.0;19.8;20.1;19.6;82.0;0.9
2005-01-01;10:00;0.0;2013.0;20.4;20.4;19.6;79.0;1.0
2005-01-01;11:00;0.0;2025.5;22.2;22.2;20.4;76.0;1.7
2005-01-01;12:00;0.0;2031.8;24.1;24.2;22.0;65.0;2.7
2005-01-01;13:00;0.0;2034.9;24.1;24.7;23.5;71.0;3.1
2005-01-01;14:00;0.0;2036.4;25.2;25.6;23.7;67.0;2.2
2005-01-01;15:00;0.0;2037.2;22.3;26.0;22.3;80.0;2.2
2005-01-01;16:00;0.2;2038.0;21.0;22.3;20.5;83.0;1.6
2005-01-01;17:00;0.0;2919.0;21.0;21.0;20.5;88.0;2.6
2005-01-01;18:00;0.2;3359.5;23.4;23.4;20.9;78.0;1.7
2005-01-01;19:00;0.0;3579.8;24.0;24.7;23.4;73.0;2.5
2005-01-01;20:00;0.0;3689.9;21.9;24.2;21.7;85.0;2.8
2005-01-01;21:00;0.0;3800.0;21.9;22.0;21.6;75.0;1.3
2005-01-01;22:00;0.0;724.0;20.7;21.9;20.6;80.0;0.8
2005-01-01;23:00;0.0;1445.5;19.5;20.6;19.5;85.0;0.0
2005-01-02;00:00;0.0;1806.2;19.7;20.1;19.2;86.0;0.2
2005-01-02;01:00;0.0;1986.6;19.9;20.2;19.7;84.0;0.1
2005-01-02;02:00;0.0;2076.8;20.4;20.5;19.9;81.0;0.7
2005-01-02;03:00;0.0;2121.9;20.1;20.5;19.6;81.0;1.2
2005-01-02;04:00;0.0;2144.4;20.1;20.4;20.0;85.0;1.4
2005-01-02;05:00;0.0;2155.7;19.8;20.1;19.7;90.0;0.9
2005-01-02;06:00;0.0;2161.4;19.7;19.9;19.7;92.0;1.0
2005-01-02;07:00;0.0;2164.2;19.7;19.8;19.6;93.0;1.9
2005-01-02;08:00;0.0;2165.6;19.3;19.7;19.3;93.0;1.5
2005-01-02;09:00;2.2;2166.3;19.0;19.3;18.9;94.0;1.6
2005-01-02;10:00;0.2;2167.0;19.3;19.4;19.0;93.0;1.5
2005-01-02;11:00;0.0;1820.0;20.3;20.3;19.2;85.0;1.5
2005-01-02;12:00;0.0;1646.5;21.3;21.3;20.2;84.0;3.0
2005-01-02;13:00;0.0;1559.8;22.3;22.6;21.3;78.0;2.8
2005-01-02;14:00;0.0;1516.4;23.3;23.4;22.3;76.0;3.3
2005-01-02;15:00;0.0;1494.7;23.6;24.1;22.8;69.0;3.1
2005-01-02;16:00;0.0;1483.8;24.3;24.4;23.4;67.0;2.3
2005-01-02;17:00;0.0;1478.4;26.2;26.3;24.1;61.0;2.6
2005-01-02;18:00;0.0;1475.7;25.7;26.9;25.1;59.0;2.3
2005-01-02;19:00;5.2;1474.4;19.0;25.8;19.0;87.0;4.5
2005-01-02;20:00;1.2;1473.7;19.8;20.0;18.9;89.0;4.1
2005-01-02;21:00;0.0;1473.0;18.4;19.8;18.4;92.0;2.6
2005-01-02;22:00;0.0;228.0;18.8;18.8;18.3;90.0;1.9
2005-01-02;23:00;0.0;125.5;19.2;19.2;18.7;88.0;1.5
2005-01-03;00:00;0.0;74.2;19.6;19.8;19.2;87.0;2.2
2005-01-03;01:00;0.2;48.6;19.0;19.6;19.0;92.0;2.9
2005-01-03;02:00;1.2;35.8;18.6;19.0;18.4;93.0;1.9
2005-01-03;03:00;0.0;29.4;18.4;18.6;18.4;93.0;2.5
2005-01-03;04:00;0.0;26.2;18.3;18.4;18.3;94.0;2.6
2005-01-03;05:00;0.0;24.6;18.3;18.4;18.3;94.0;2.4
2005-01-03;06:00;0.0;23.8;18.4;18.4;18.3;94.0;2.4
2005-01-03;07:00;0.0;23.4;18.1;18.4;18.1;93.0;2.6
2005-01-03;08:00;0.0;23.2;18.1;18.1;18.0;93.0;2.1
2005-01-03;09:00;0.0;23.0;17.8;18.1;17.8;92.0;3.0
2005-01-03;10:00;0.0;1861.0;18.1;18.1;17.8;92.0;2.0
2005-01-03;11:00;0.0;1994.0;19.7;19.7;18.1;85.0;3.9
2005-01-03;12:00;0.0;2060.5;20.9;21.0;19.6;78.0;4.1
2005-01-03;13:00;0.0;2093.8;21.6;22.7;20.9;74.0;4.6
2005-01-03;14:00;0.0;2110.4;22.3;23.4;21.6;71.0;4.8
2005-01-03;15:00;0.0;2118.7;22.8;22.8;22.1;73.0;4.6
2005-01-03;16:00;0.0;2122.8;22.9;23.5;22.5;72.0;4.6
2005-01-03;17:00;0.0;2124.9;23.7;24.1;22.9;67.0;3.9
2005-01-03;18:00;0.0;2126.0;23.4;24.0;23.3;70.0;3.4
2005-01-03;19:00;0.6;2126.5;20.4;24.0;20.4;88.0;5.7
2005-01-03;20:00;8.8;2127.0;18.8;20.3;18.4;92.0;3.8
2005-01-03;21:00;0.0;1857.0;19.0;19.0;18.8;91.0;2.1
2005-01-03;22:00;0.0;278.0;18.9;19.0;18.8;91.0;0.9
2005-01-03;23:00;0.0;157.0;18.9;19.0;18.9;92.0;1.2
2005-01-04;00:00;0.0;96.5;19.0;19.0;18.7;90.0;0.8
2005-01-04;01:00;0.0;66.2;19.2;19.5;19.0;89.0;0.4
2005-01-04;02:00;0.0;51.1;19.2;19.5;19.2;91.0;0.5
2005-01-04;03:00;0.0;43.6;19.3;19.3;19.2;90.0;0.7
2005-01-04;04:00;0.0;39.8;19.0;19.4;19.0;92.0;0.8
2005-01-04;05:00;0.2;37.9;18.8;19.0;18.7;94.0;0.8
2005-01-04;06:00;0.0;37.0;18.9;19.0;18.6;94.0;1.4
2005-01-04;07:00;0.0;36.5;18.5;18.9;18.5;94.0;1.8
2005-01-04;08:00;0.0;36.2;18.2;18.5;18.2;94.0;1.2
2005-01-04;09:00;0.0;36.0;18.2;18.2;18.1;94.0;1.5
2005-01-04;10:00;0.0;2923.0;19.0;19.0;18.2;92.0;1.1
2005-01-04;11:00;0.0;2276.0;20.2;20.2;18.9;87.0;2.1
2005-01-04;12:00;0.0;1952.5;22.1;22.1;20.2;78.0;3.2
2005-01-04;13:00;0.0;1790.8;22.3;23.5;21.8;75.0;4.2
2005-01-04;14:00;0.0;1709.9;22.5;22.5;21.9;74.0;3.7
2005-01-04;15:00;0.0;1669.4;24.4;24.4;22.5;66.0;3.3
2005-01-04;16:00;0.0;1649.2;25.2;26.4;24.4;59.0;4.3
2005-01-04;17:00;0.0;1639.1;26.9;27.0;25.1;54.0;3.8
2005-01-04;18:00;0.0;1634.0;25.7;27.5;24.8;63.0;5.1
2005-01-04;19:00;5.4;1631.5;18.5;25.8;18.5;93.0;5.5
2005-01-04;20:00;10.6;1629.0;20.0;20.0;17.4;91.0;2.6
2005-01-04;21:00;0.0;1831.0;20.3;20.5;20.0;88.0;1.8
2005-01-04;22:00;0.0;431.0;19.5;20.3;19.3;89.0;1.1
2005-01-04;23:00;0.0;226.0;19.4;19.6;19.1;93.0;0.0
2005-01-05;00:00;0.0;123.5;19.3;19.9;19.3;92.0;0.0
2005-01-05;01:00;0.0;72.2;20.2;20.2;19.2;89.0;0.3
2005-01-05;02:00;0.0;46.6;19.6;20.4;19.5;92.0;1.0
2005-01-05;03:00;0.2;33.8;19.4;19.8;19.4;93.0;1.4
2005-01-05;04:00;6.6;27.4;17.8;19.4;17.8;95.0;1.9
2005-01-05;05:00;2.8;24.2;17.6;18.0;17.5;95.0;1.7
2005-01-05;06:00;5.4;22.6;17.7;17.7;17.6;96.0;1.2
2005-01-05;07:00;0.4;21.8;17.5;18.1;17.5;96.0;1.6
